chromosome	start	end	length
Pa4	4148058	4148297	239
Pa4	4148809	4149048	239
Pa4	4149560	4149799	239
Pa4	4150311	4150550	239
Pa4	4151062	4151301	239
Pa4	4151813	4152052	239
Pa4	4152564	4152803	239
Pa4	4153315	4153554	239
Pa4	4154066	4154305	239
Pa4	4154817	4155056	239
Pa4	4155568	4155807	239
Pa4	4156319	4156558	239
Pa4	4157070	4157309	239
Pa4	4157821	4158060	239
Pa4	4158572	4158698	126
Pa4	4158610	4167687	9077
Pa4	4168323	4168449	126
Pa4	4168361	4175303	6942
Pa4	4175867	4176106	239
Pa4	4176618	4176857	239
Pa4	4177369	4177608	239
Pa4	4178120	4178359	239
Pa4	4178871	4179110	239
Pa4	4179622	4179861	239
Pa4	4180373	4180499	126
Pa4	4180411	4189488	9077
Pa4	4190124	4190363	239
Pa4	4190875	4191114	239
Pa4	4191493	4192050	557
Pa4	4197096	4197132	36
Pa4	4206464	4208544	2080
Pa4	4208633	4208744	111
Pa4	4210961	4211769	808
Pa4	4212566	4213114	548
Pa4	4227014	4228913	1899
Pa4	4232845	4232990	145
Pa4	4233521	4233555	34
Pa4	4241427	4241465	38
Pa4	4246532	4246628	96
Pa4	4268038	4274244	6206
Pa4	4274243	4275884	1641
Pa4	4275885	4276393	508
Pa4	4276377	4278083	1706
Pa4	4278084	4278132	48
Pa4	4278142	4278187	45
Pa4	4278461	4278546	85
Pa4	4279172	4280891	1719
Pa4	4283472	4283499	27
Pa4	4287816	4288059	243
Pa4	4288128	4288734	606
Pa4	4288805	4289341	536
Pa4	4289346	4289904	558
Pa4	4289904	4296522	6618
Pa4	4297580	4297606	26
Pa4	4297881	4297966	85
Pa4	4299095	4300005	910
Pa4	4300286	4302271	1985
Pa4	4302264	4302297	33
Pa4	4302288	4302383	95
Pa4	4307872	4308306	434
Pa4	4314848	4314874	26
Pa4	4317857	4318779	922
Pa4	4321445	4321466	21
Pa4	4321800	4321968	168
Pa4	4322034	4322729	695
Pa4	4324305	4324473	168
Pa4	4324533	4325205	672
Pa4	4326769	4326934	165
Pa4	4326994	4327679	685
Pa4	4328821	4328857	36
Pa4	4331630	4333576	1946
Pa4	4333629	4334228	599
Pa4	4335998	4336597	599
Pa4	4338261	4338417	156
Pa4	4338418	4339930	1512
Pa4	4342483	4342565	82
Pa4	4342830	4343065	235
Pa4	4345136	4345292	156
Pa4	4345293	4345392	99
Pa4	4348573	4348825	252
Pa4	4348961	4348984	23
Pa4	4349245	4349273	28
Pa4	4350186	4350296	110
Pa4	4350448	4350949	501
Pa4	4351023	4351114	91
Pa4	4353108	4353125	17
Pa4	4353805	4354297	492
Pa4	4354970	4354997	27
Pa4	4355034	4355058	24
Pa4	4360884	4360911	27
Pa4	4364252	4364317	65
Pa4	4366666	4367105	439
Pa4	4373564	4374012	448
Pa4	4376964	4377405	441
Pa4	4377470	4377583	113
Pa4	4383352	4384963	1611
Pa4	4385969	4386403	434
Pa4	4386598	4386943	345
Pa4	4389119	4389161	42
Pa4	4391793	4391834	41
Pa4	4391826	4391911	85
Pa4	4394209	4394241	32
Pa4	4395199	4395643	444
Pa4	4397186	4397633	447
Pa4	4397955	4398028	73
Pa4	4402647	4404522	1875
Pa4	4405552	4406137	585
Pa4	4407114	4408123	1009
Pa4	4411853	4411881	28
Pa4	4428428	4428483	55
Pa4	4429373	4429395	22
Pa4	4433671	4433730	59
Pa4	4443249	4445648	2399
Pa4	4445640	4446115	475
Pa4	4446113	4446747	634
Pa4	4446935	4448301	1366
Pa4	4449223	4451665	2442
Pa4	4455857	4455916	59
Pa4	4463519	4463871	352
Pa4	4465849	4465870	21
Pa4	4466411	4466442	31
Pa4	4467607	4467638	31
Pa4	4468179	4468216	37
Pa4	4475904	4475961	57
Pa4	4478672	4480201	1529
Pa4	4479890	4482713	2823
Pa4	4482714	4482743	29
Pa4	4482744	4485704	2960
Pa4	4486176	4486772	596
Pa4	4486766	4488548	1782
Pa4	4488547	4488797	250
Pa4	4488591	4488889	298
Pa4	4488887	4489034	147
Pa4	4488947	4489766	819
Pa4	4489762	4491342	1580
Pa4	4491821	4491843	22
Pa4	4491844	4491875	31
Pa4	4492549	4493115	566
Pa4	4492780	4493335	555
Pa4	4493336	4495911	2575
Pa4	4496298	4496333	35
Pa4	4500149	4501931	1782
Pa4	4501958	4502535	577
Pa4	4502536	4502943	407
Pa4	4503029	4503161	132
Pa4	4503857	4504602	745
Pa4	4505569	4506171	602
Pa4	4506190	4506695	505
Pa4	4506575	4506724	149
Pa4	4507937	4508204	267
Pa4	4512900	4512975	75
Pa4	4512976	4513025	49
Pa4	4540372	4540926	554
Pa4	4541879	4543459	1580
Pa4	4546069	4546130	61
Pa4	4549689	4550309	620
Pa4	4550913	4551204	291
Pa4	4553800	4554028	228
Pa4	4558130	4558170	40
Pa4	4559057	4559083	26
Pa4	4559252	4559274	22
Pa4	4568560	4570291	1731
Pa4	4570260	4570574	314
Pa4	4576587	4577058	471
Pa4	4577060	4577534	474
Pa4	4577535	4578926	1391
Pa4	4579154	4579987	833
Pa4	4580017	4581246	1229
Pa4	4594860	4594981	121
Pa4	4594903	4597374	2471
Pa4	4604927	4606182	1255
Pa4	4606178	4607743	1565
Pa4	4612670	4612731	61
Pa4	4621852	4624265	2413
Pa4	4624256	4624372	116
Pa4	4624303	4624389	86
Pa4	4625846	4625872	26
Pa4	4633836	4635391	1555
Pa4	4635387	4636620	1233
Pa4	4646417	4646454	37
Pa4	4650152	4654732	4580
Pa4	4654770	4655307	537
Pa4	4655339	4655700	361
Pa4	4655771	4656375	604
Pa4	4656436	4656687	251
Pa4	4663027	4663060	33
Pa4	4663282	4663315	33
Pa4	4663786	4663822	36
Pa4	4664016	4664048	32
Pa4	4672819	4673403	584
Pa4	4673483	4673784	301
Pa4	4674383	4674748	365
Pa4	4674821	4674998	177
Pa4	4675299	4676900	1601
Pa4	4680645	4680675	30
Pa4	4683384	4683442	58
Pa4	4687338	4687423	85
Pa4	4687946	4688141	195
Pa4	4688142	4688165	23
Pa4	4688913	4691370	2457
Pa4	4694574	4694627	53
Pa4	4697585	4697611	26
Pa4	4703943	4703971	28
Pa4	4704118	4704152	34
Pa4	4704808	4704845	37
Pa4	4707620	4707660	40
Pa4	4708660	4708721	61
Pa4	4708715	4709016	301
Pa4	4709017	4709721	704
Pa4	4710558	4710868	310
Pa4	4710897	4711313	416
Pa4	4711789	4711928	139
Pa4	4713212	4713694	482
Pa4	4713695	4713996	301
Pa4	4713990	4714051	61
Pa4	4715051	4715088	37
Pa4	4717027	4717054	27
Pa4	4717056	4717072	16
Pa4	4719135	4719157	22
Pa4	4720870	4720903	33
Pa4	4730664	4730709	45
Pa4	4742099	4742219	120
Pa4	4742116	4744879	2763
Pa4	4750174	4752934	2760
Pa4	4752843	4752960	117
Pa4	4762322	4762348	26
Pa4	4765564	4766515	951
Pa4	4766784	4766812	28
Pa4	4767218	4767246	28
Pa4	4767516	4768689	1173
Pa4	4769526	4769836	310
Pa4	4769865	4770281	416
Pa4	4770757	4770896	139
Pa4	4771601	4772134	533
Pa4	4774530	4774870	340
Pa4	4789775	4789806	31
Pa4	4790164	4790181	17
Pa4	4811731	4811804	73
Pa4	4811799	4811847	48
Pa4	4811822	4811876	54
Pa4	4811870	4813520	1650
Pa4	4813503	4814766	1263
Pa4	4814767	4814881	114
Pa4	4814853	4816359	1506
Pa4	4816441	4816558	117
Pa4	4816467	4819228	2761
Pa4	4836064	4836106	42
Pa4	4837243	4839666	2423
Pa4	4839642	4839756	114
Pa4	4839691	4839777	86
Pa4	4843210	4843254	44
Pa4	4848846	4851144	2298
Pa4	4851509	4851721	212
Pa4	4851780	4851839	59
Pa4	4851876	4851990	114
Pa4	4853745	4854220	475
Pa4	4855196	4855310	114
Pa4	4855347	4855406	59
Pa4	4855465	4855677	212
Pa4	4856042	4858340	2298
Pa4	4865678	4867976	2298
Pa4	4871594	4871628	34
Pa4	4871924	4871946	22
Pa4	4877366	4878598	1232
Pa4	4878635	4878675	40
Pa4	4878695	4878887	192
Pa4	4881765	4882611	846
Pa4	4883219	4885151	1932
Pa4	4886015	4886103	88
Pa4	4886455	4886899	444
Pa4	4888865	4890346	1481
Pa4	4891061	4891165	104
Pa4	4894463	4894608	145
Pa4	4897337	4897364	27
Pa4	4897365	4898590	1225
Pa4	4898295	4898630	335
Pa4	4898643	4899559	916
Pa4	4899368	4899897	529
Pa4	4899898	4901522	1624
Pa4	4901521	4901996	475
Pa4	4902795	4909769	6974
Pa4	4952334	4952442	108
Pa4	4959461	4959727	266
Pa4	4960960	4961222	262
Pa4	4962016	4962278	262
Pa4	4963515	4963781	266
Pa4	4965018	4965284	266
Pa4	4967692	4967954	262
Pa4	4969808	4969864	56
Pa4	4969856	4972162	2306
Pa4	4978274	4978301	27
Pa4	4978438	4978455	17
Pa4	4981586	4981616	30
Pa4	4995428	4995463	35
Pa4	4996102	4996132	30
Pa4	4996120	4996673	553
Pa4	4996661	4996709	48
Pa4	4996710	4998345	1635
Pa4	4998337	4998729	392
Pa4	4999496	4999558	62
Pa4	5005334	5005369	35
Pa4	5017776	5017835	59
Pa4	5022585	5022833	248
Pa4	5029726	5029763	37
Pa4	5037199	5037247	48
Pa4	5040100	5040417	317
Pa4	5041358	5041391	33
Pa4	5043256	5043576	320
Pa4	5043555	5043599	44
Pa4	5043617	5043662	45
Pa4	5044276	5044321	45
Pa4	5054343	5054372	29
Pa4	5061151	5061200	49
Pa4	5062420	5062475	55
Pa4	5066159	5066193	34
Pa4	5069094	5069120	26
Pa4	5069246	5069269	23
Pa4	5077807	5077833	26
Pa4	5078155	5080382	2227
Pa4	5080379	5080474	95
Pa4	5082493	5082789	296
Pa4	5087022	5087297	275
Pa4	5090147	5090187	40
Pa4	5095241	5095686	445
Pa4	5095700	5095807	107
Pa4	5097353	5101309	3956
Pa4	5102053	5102097	44
Pa4	5102749	5102768	19
Pa4	5107755	5114006	6251
Pa4	5112590	5118335	5745
Pa4	5127406	5127476	70
Pa4	5132698	5132746	48
Pa4	5132751	5133397	646
Pa4	5133398	5133869	471
Pa4	5133865	5134303	438
Pa4	5144665	5144681	16
Pa4	5147755	5147819	64
Pa4	5150635	5153407	2772
Pa4	5153309	5153427	118
Pa4	5167435	5167467	32
Pa4	5169542	5170068	526
Pa4	5171320	5171515	195
Pa4	5173200	5173218	18
Pa4	5178852	5178901	49
Pa4	5186929	5186965	36
Pa4	5187912	5187942	30
Pa4	5191159	5191177	18
Pa4	5195501	5195591	90
Pa4	5195592	5195629	37
Pa4	5195630	5195894	264
Pa4	5199647	5200842	1195
Pa4	5202203	5203166	963
Pa4	5203302	5203511	209
Pa4	5203546	5205358	1812
Pa4	5205438	5205901	463
Pa4	5206068	5206102	34
Pa4	5219916	5220054	138
Pa4	5221307	5221333	26
Pa4	5221359	5221399	40
Pa4	5221627	5224417	2790
Pa4	5231199	5231259	60
Pa4	5231260	5231635	375
Pa4	5235858	5235901	43
Pa4	5236489	5236569	80
Pa4	5236667	5237711	1044
Pa4	5237125	5238771	1646
Pa4	5238689	5238784	95
Pa4	5239166	5239983	817
Pa4	5239472	5240022	550
Pa4	5240224	5240455	231
Pa4	5244463	5248665	4202
Pa4	5248655	5249127	472
Pa4	5249125	5251807	2682
Pa4	5252244	5253600	1356
Pa4	5254029	5254476	447
Pa4	5254490	5254597	107
Pa4	5254756	5255059	303
Pa4	5255362	5256150	788
Pa4	5259869	5259942	73
Pa4	5259977	5260726	749
Pa4	5260715	5260806	91
Pa4	5260807	5261196	389
Pa4	5269518	5269823	305
Pa4	5274107	5274131	24
Pa4	5274155	5274663	508
Pa4	5276814	5276846	32
Pa4	5279260	5279682	422
Pa4	5279734	5281163	1429
Pa4	5281239	5281276	37
Pa4	5281728	5282290	562
Pa4	5283724	5284146	422
Pa4	5284198	5285627	1429
Pa4	5285703	5285740	37
Pa4	5286192	5286754	562
Pa4	5288188	5288610	422
Pa4	5288662	5290090	1428
Pa4	5290166	5290203	37
Pa4	5290655	5291217	562
Pa4	5292651	5293073	422
Pa4	5293125	5294554	1429
Pa4	5294630	5294667	37
Pa4	5295119	5295681	562
Pa4	5297115	5297537	422
Pa4	5297589	5299018	1429
Pa4	5299094	5299131	37
Pa4	5299583	5300145	562
Pa4	5301579	5302001	422
Pa4	5302053	5303482	1429
Pa4	5303558	5303595	37
Pa4	5304047	5304609	562
Pa4	5306043	5306465	422
Pa4	5306517	5307946	1429
Pa4	5308022	5308059	37
Pa4	5308511	5309073	562
Pa4	5310507	5310929	422
Pa4	5310981	5312410	1429
Pa4	5312486	5312523	37
Pa4	5312975	5313537	562
Pa4	5314971	5315393	422
Pa4	5315445	5316874	1429
Pa4	5316950	5316987	37
Pa4	5317439	5318001	562
Pa4	5319435	5319857	422
Pa4	5319909	5321338	1429
Pa4	5321414	5321451	37
Pa4	5321903	5322465	562
Pa4	5323899	5324321	422
Pa4	5324602	5324628	26
Pa4	5325441	5325465	24
Pa4	5326278	5326302	24
Pa4	5327115	5327139	24
Pa4	5327952	5327976	24
Pa4	5328789	5328813	24
Pa4	5329626	5329650	24
Pa4	5330463	5330487	24
Pa4	5331300	5331324	24
Pa4	5332137	5332155	18
Pa4	5332967	5332995	28
Pa4	5333807	5333833	26
Pa4	5334646	5334670	24
Pa4	5335470	5336025	555
Pa4	5336363	5336638	275
Pa4	5336640	5336723	83
Pa4	5336837	5338556	1719
Pa4	5339787	5339817	30
Pa4	5347184	5347315	131
Pa4	5351337	5351405	68
Pa4	5351481	5351525	44
Pa4	5351784	5351837	53
Pa4	5361142	5361169	27
Pa4	5364621	5364637	16
Pa4	5365231	5365249	18
Pa4	5366087	5366137	50
Pa4	5370595	5370711	116
Pa4	5371288	5371323	35
Pa4	5373757	5373795	38
Pa4	5389944	5389976	32
Pa4	5391691	5391711	20
Pa4	5392432	5392460	28
Pa4	5393685	5393721	36
Pa4	5403534	5405452	1918
Pa4	5408407	5408833	426
Pa4	5408909	5409289	380
Pa4	5410106	5410362	256
Pa4	5410371	5410399	28
Pa4	5412234	5412330	96
Pa4	5414630	5416681	2051
Pa4	5416786	5416862	76
Pa4	5416858	5418962	2104
Pa4	5419127	5419256	129
Pa4	5419449	5421853	2404
Pa4	5424224	5425013	789
Pa4	5426085	5426465	380
Pa4	5426541	5426973	432
Pa4	5428056	5428273	217
Pa4	5428499	5428579	80
Pa4	5428627	5431267	2640
Pa4	5431268	5431708	440
Pa4	5431709	5432822	1113
Pa4	5432822	5433301	479
Pa4	5433302	5434811	1509
Pa4	5435521	5435563	42
Pa4	5435741	5435790	49
Pa4	5442309	5442395	86
Pa4	5442331	5442682	351
Pa4	5442659	5442702	43
Pa4	5442665	5442907	242
Pa4	5442792	5442921	129
Pa4	5442908	5443019	111
Pa4	5444482	5444527	45
Pa4	5445914	5445930	16
Pa4	5446879	5446925	46
Pa4	5447506	5447532	26
Pa4	5447617	5447681	64
Pa4	5448045	5448081	36
Pa4	5448497	5450463	1966
Pa4	5454767	5457543	2776
Pa4	5457448	5457555	107
Pa4	5460943	5460975	32
Pa4	5465523	5465908	385
Pa4	5468304	5468810	506
Pa4	5468834	5468855	21
Pa4	5471072	5471578	506
Pa4	5471964	5471983	19
Pa4	5478891	5478942	51
Pa4	5481301	5481754	453
Pa4	5481948	5482064	116
Pa4	5482688	5482712	24
Pa4	5484318	5491835	7517
Pa4	5491902	5491977	75
Pa4	5492107	5492829	722
Pa4	5493613	5493632	19
Pa4	5493760	5493783	23
Pa4	5494541	5496107	1566
Pa4	5498711	5498751	40
Pa4	5503924	5503979	55
Pa4	5504654	5504694	40
Pa4	5510506	5510557	51
Pa4	5510624	5510662	38
Pa4	5513636	5513882	246
Pa4	5514142	5514258	116
Pa4	5514882	5514906	24
Pa4	5516415	5516889	474
Pa4	5517177	5517305	128
Pa4	5517321	5517414	93
Pa4	5517417	5517434	17
Pa4	5517434	5517451	17
Pa4	5517872	5517925	53
Pa4	5518317	5518652	335
Pa4	5519108	5519296	188
Pa4	5519671	5519713	42
Pa4	5519714	5519792	78
Pa4	5520991	5522449	1458
Pa4	5522738	5523465	727
Pa4	5523812	5524090	278
Pa4	5523980	5524096	116
Pa4	5525497	5525702	205
Pa4	5525557	5525859	302
Pa4	5526183	5526790	607
Pa4	5526791	5527242	451
Pa4	5528198	5528236	38
Pa4	5528793	5528824	31
Pa4	5531241	5531266	25
Pa4	5532125	5532163	38
Pa4	5535742	5535765	23
Pa4	5542071	5542172	101
Pa4	5542167	5544400	2233
Pa4	5545141	5545170	29
Pa4	5548631	5548665	34
Pa4	5551415	5551499	84
Pa4	5557760	5557792	32
Pa4	5560066	5560083	17
Pa4	5561876	5562289	413
Pa4	5562280	5563401	1121
Pa4	5564981	5565515	534
Pa4	5568185	5568223	38
Pa4	5568529	5570773	2244
Pa4	5570768	5570870	102
Pa4	5584232	5584272	40
Pa4	5589833	5589874	41
Pa4	5589958	5590007	49
Pa4	5598187	5598290	103
Pa4	5621104	5621149	45
Pa4	5625549	5625568	19
Pa4	5625987	5626018	31
Pa4	5636174	5636448	274
Pa4	5636321	5636530	209
Pa4	5637205	5637257	52
Pa4	5638081	5638413	332
Pa4	5638690	5639061	371
Pa4	5639284	5639747	463
Pa4	5639761	5639868	107
Pa4	5639877	5640241	364
Pa4	5640521	5641970	1449
Pa4	5642662	5642776	114
Pa4	5642899	5643036	137
Pa4	5643037	5643066	29
Pa4	5643067	5643155	88
Pa4	5643519	5643670	151
Pa4	5644166	5644197	31
Pa4	5644198	5644472	274
Pa4	5644473	5644493	20
Pa4	5645562	5645654	92
Pa4	5645659	5646233	574
Pa4	5646235	5646445	210
Pa4	5646436	5647971	1535
Pa4	5647852	5648072	220
Pa4	5649342	5649404	62
Pa4	5649533	5649573	40
Pa4	5650152	5650388	236
Pa4	5650479	5651398	919
Pa4	5651523	5651605	82
Pa4	5652422	5658090	5668
Pa4	5658082	5659869	1787
Pa4	5660053	5660102	49
Pa4	5666602	5667189	587
Pa4	5667196	5668545	1349
Pa4	5668540	5673970	5430
Pa4	5673971	5674449	478
Pa4	5674451	5682151	7700
Pa4	5681987	5682633	646
Pa4	5682634	5682902	268
Pa4	5682894	5684681	1787
Pa4	5684682	5686751	2069
Pa4	5686752	5687858	1106
Pa4	5686885	5688392	1507
Pa4	5689973	5692403	2430
Pa4	5692091	5694416	2325
Pa4	5694411	5694720	309
Pa4	5699291	5699326	35
Pa4	5704047	5704356	309
Pa4	5704351	5706672	2321
Pa4	5706360	5706895	535
Pa4	5707613	5707632	19
Pa4	5708112	5708167	55
Pa4	5708168	5708646	478
Pa4	5708647	5708791	144
Pa4	5709056	5716141	7085
Pa4	5716143	5716619	476
Pa4	5716620	5718220	1600
Pa4	5718216	5719015	799
Pa4	5719006	5719133	127
Pa4	5719049	5719158	109
Pa4	5719137	5719304	167
Pa4	5719293	5719643	350
Pa4	5719638	5719787	149
Pa4	5719656	5720019	363
Pa4	5719915	5721408	1493
Pa4	5721397	5721508	111
Pa4	5721510	5721553	43
Pa4	5723941	5724217	276
Pa4	5724263	5724318	55
Pa4	5730798	5731482	684
Pa4	5733075	5734147	1072
Pa4	5733561	5735198	1637
Pa4	5735114	5735218	104
Pa4	5735598	5736415	817
Pa4	5735904	5736454	550
Pa4	5736624	5736860	236
Pa4	5736951	5737477	526
Pa4	5738985	5739008	23
Pa4	5741403	5741548	145
Pa4	5741548	5742022	474
Pa4	5742020	5742791	771
Pa4	5742794	5742820	26
Pa4	5742999	5744718	1719
Pa4	5748530	5750423	1893
Pa4	5751086	5751349	263
Pa4	5752166	5752746	580
Pa4	5752883	5754129	1246
Pa4	5754236	5754363	127
Pa4	5754708	5754748	40
Pa4	5754877	5754939	62
Pa4	5755258	5755437	179
Pa4	5757580	5757603	23
Pa4	5767562	5768908	1346
Pa4	5768885	5768942	57
Pa4	5768945	5769215	270
Pa4	5769221	5769257	36
Pa4	5769265	5769357	92
Pa4	5769299	5769439	140
Pa4	5769635	5769745	110
Pa4	5771661	5771706	45
Pa4	5771676	5774006	2330
Pa4	5778872	5778926	54
Pa4	5783717	5783778	61
Pa4	5784142	5784505	363
Pa4	5785343	5785817	474
Pa4	5785821	5787123	1302
Pa4	5787102	5787350	248
Pa4	5787351	5787757	406
Pa4	5787754	5788104	350
Pa4	5788353	5788759	406
Pa4	5788791	5788947	156
Pa4	5795416	5795448	32
Pa4	5795858	5796980	1122
Pa4	5798813	5799136	323
Pa4	5800860	5802841	1981
Pa4	5802842	5803087	245
Pa4	5803479	5807946	4467
Pa4	5807686	5808245	559
Pa4	5808352	5811989	3637
Pa4	5811990	5813105	1115
Pa4	5813565	5813581	16
Pa4	5814946	5816927	1981
Pa4	5816928	5817173	245
Pa4	5817565	5822032	4467
Pa4	5821772	5822331	559
Pa4	5822438	5826075	3637
Pa4	5826076	5827191	1115
Pa4	5827651	5827667	16
Pa4	5829844	5830632	788
Pa4	5834775	5834841	66
Pa4	5853532	5853570	38
Pa4	5853747	5854062	315
Pa4	5854052	5855026	974
Pa4	5855476	5855849	373
Pa4	5855847	5856137	290
Pa4	5856143	5857311	1168
Pa4	5857339	5857745	406
Pa4	5857994	5858560	566
Pa4	5859094	5859275	181
Pa4	5860632	5860660	28
Pa4	5866039	5866076	37
Pa4	5872429	5872485	56
Pa4	5873163	5873209	46
Pa4	5884068	5884118	50
Pa4	5889427	5889449	22
Pa4	5889483	5889501	18
Pa4	5889543	5889608	65
Pa4	5890445	5890490	45
Pa4	5890541	5890648	107
Pa4	5890668	5890696	28
Pa4	5891042	5891076	34
Pa4	5895630	5895675	45
Pa4	5895955	5897202	1247
Pa4	5897203	5897696	493
Pa4	5899267	5899506	239
Pa4	5899858	5900333	475
Pa4	5900990	5902512	1522
Pa4	5903015	5903507	492
Pa4	5912041	5912075	34
Pa4	5917423	5917454	31
Pa4	5925370	5925408	38
Pa4	5926632	5926679	47
Pa4	5928331	5928360	29
Pa4	5928899	5929021	122
Pa4	5929022	5929569	547
Pa4	5930019	5931331	1312
Pa4	5942088	5942123	35
Pa4	5949177	5951526	2349
Pa4	5951508	5952465	957
Pa4	5952466	5952939	473
Pa4	5952940	5954451	1511
Pa4	5954452	5954891	439
Pa4	5954892	5957973	3081
Pa4	5957514	5958065	551
Pa4	5959992	5960639	647
Pa4	5960474	5968090	7616
Pa4	5968092	5968570	478
Pa4	5968580	5968729	149
Pa4	5968602	5968876	274
Pa4	5968877	5969500	623
Pa4	5969543	5970455	912
Pa4	5971890	5972089	199
Pa4	5975843	5975883	40
Pa4	5975884	5975904	20
Pa4	5977508	5977557	49
Pa4	5977569	5977606	37
Pa4	5977614	5977889	275
Pa4	5977891	5977948	57
Pa4	5977944	5978571	627
Pa4	5978565	5980373	1808
Pa4	5982642	5982705	63
Pa4	5988917	5989075	158
Pa4	5990619	5990684	65
Pa4	5990948	5991251	303
Pa4	5991265	5991296	31
Pa4	5991521	5991940	419
Pa4	6041484	6042010	526
Pa4	6045302	6045336	34
Pa4	6050873	6050915	42
Pa4	6051175	6051658	483
Pa4	6052548	6052572	24
Pa4	6061651	6061692	41
Pa4	6062396	6064280	1884
Pa4	6062398	6064837	2439
Pa4	6063328	6065021	1693
Pa4	6065315	6066888	1573
Pa4	6066901	6067349	448
Pa4	6067791	6067812	21
Pa4	6076906	6076942	36
Pa4	6078093	6078149	56
Pa4	6086838	6086897	59
Pa4	6099633	6100353	720
Pa4	6101554	6102159	605
Pa4	6104482	6104523	41
Pa4	6113643	6117880	4237
Pa4	6119601	6120154	553
Pa4	6121349	6122077	728
Pa4	6123492	6123523	31
Pa4	6138285	6138402	117
Pa4	6141739	6141765	26
Pa4	6161752	6162437	685
Pa4	6163712	6164381	669
Pa4	6165101	6165517	416
Pa4	6165817	6166292	475
Pa4	6166322	6167321	999
Pa4	6167769	6168438	669
Pa4	6169713	6170398	685
Pa4	6171743	6172057	314
Pa4	6173094	6173120	26
Pa4	6174544	6174592	48
Pa4	6185076	6185118	42
Pa4	6200881	6200914	33
Pa4	6201105	6201344	239
Pa4	6201124	6201376	252
Pa4	6201403	6206139	4736
Pa4	6206142	6206786	644
Pa4	6206622	6214229	7607
Pa4	6214232	6214706	474
Pa4	6214709	6215062	353
Pa4	6215359	6215835	476
Pa4	6216264	6216576	312
Pa4	6216577	6216612	35
Pa4	6216621	6217045	424
Pa4	6217081	6217307	226
Pa4	6217760	6217856	96
Pa4	6218252	6218872	620
Pa4	6218871	6219089	218
Pa4	6219095	6219143	48
Pa4	6219130	6220116	986
Pa4	6220548	6220783	235
Pa4	6220760	6222323	1563
Pa4	6226870	6226921	51
Pa4	6226898	6226931	33
Pa4	6227961	6227999	38
Pa4	6231515	6231591	76
Pa4	6231592	6231603	11
Pa4	6231604	6231694	90
Pa4	6232924	6233648	724
Pa4	6234900	6235460	560
Pa4	6240086	6240178	92
Pa4	6242084	6242151	67
Pa4	6247314	6247346	32
Pa4	6249069	6249100	31
Pa4	6250680	6250711	31
Pa4	6252002	6252042	40
Pa4	6254351	6254426	75
Pa4	6254442	6254488	46
Pa4	6256510	6256526	16
Pa4	6256527	6260024	3497
Pa4	6260050	6260945	895
Pa4	6266443	6266495	52
Pa4	6266527	6266548	21
Pa4	6266592	6266986	394
Pa4	6268305	6268368	63
Pa4	6268392	6268799	407
Pa4	6270365	6270759	394
Pa4	6270803	6270824	21
Pa4	6270856	6270908	52
Pa4	6272927	6272965	38
Pa4	6274797	6275242	445
Pa4	6280492	6280549	57
Pa4	6281622	6281660	38
Pa4	6289268	6289298	30
Pa4	6304427	6305129	702
Pa4	6306027	6306194	167
Pa4	6307129	6307167	38
Pa4	6307613	6307670	57
Pa4	6313447	6317978	4531
Pa4	6317979	6320702	2723
Pa4	6323797	6323838	41
Pa4	6324343	6324415	72
Pa4	6329868	6329929	61
Pa4	6330007	6330031	24
Pa4	6336194	6336215	21
Pa4	6337504	6337557	53
Pa4	6360331	6360371	40
Pa4	6366223	6367860	1637
Pa4	6367845	6368830	985
Pa4	6371467	6372780	1313
Pa4	6386549	6386813	264
Pa4	6386815	6388447	1632
Pa4	6388432	6389417	985
Pa4	6390209	6390253	44
Pa4	6392337	6392365	28
Pa4	6403409	6403442	33
Pa4	6404583	6404610	27
Pa4	6410132	6410170	38
Pa4	6413345	6415062	1717
Pa4	6419129	6419677	548
Pa4	6424577	6425086	509
Pa4	6425104	6425132	28
Pa4	6426518	6426573	55
Pa4	6426588	6426634	46
Pa4	6426791	6426889	98
Pa4	6431027	6431067	40
Pa4	6432260	6432300	40
Pa4	6435761	6435791	30
Pa4	6436709	6438969	2260
Pa4	6438963	6439066	103
Pa4	6448327	6448360	33
Pa4	6458203	6458250	47
Pa4	6477073	6477099	26
Pa4	6484653	6484698	45
Pa4	6494235	6494442	207
Pa4	6498560	6498595	35
Pa4	6507316	6508352	1036
Pa4	6509164	6511595	2431
Pa4	6511855	6512423	568
Pa4	6513186	6513305	119
Pa4	6517149	6517190	41
Pa4	6520934	6520972	38
Pa4	6525662	6525732	70
Pa4	6532488	6532551	63
Pa4	6535043	6535086	43
Pa4	6535492	6535520	28
Pa4	6539904	6539964	60
Pa4	6541270	6541330	60
Pa4	6542636	6542696	60
Pa4	6544002	6544062	60
Pa4	6545314	6545374	60
Pa4	6546680	6546740	60
Pa4	6548046	6548106	60
Pa4	6549412	6549472	60
Pa4	6550778	6550838	60
Pa4	6552144	6552204	60
Pa4	6553456	6553516	60
Pa4	6554822	6554882	60
Pa4	6556188	6556248	60
Pa4	6557554	6557614	60
Pa4	6558920	6558980	60
Pa4	6560286	6560346	60
Pa4	6561634	6561694	60
Pa4	6563000	6563060	60
Pa4	6564366	6564426	60
Pa4	6570980	6571025	45
Pa4	6571054	6571255	201
Pa4	6583863	6583904	41
Pa4	6590545	6590574	29
Pa4	6600524	6602181	1657
